region,income_bracket,caste_category,credit_score,approved,model_prediction
Rural,Low,OBC,571.4132887155242,0,0
Rural,Mid,ST,588.4213199966638,0,0
Urban,Mid,SC,624.68518632874,1,1
Urban,Mid,OBC,690.275607220063,1,1
Urban,Low,OBC,778.4129638281672,1,1
Urban,Low,General,652.8209413991119,1,1
Urban,Low,ST,736.4692005232776,1,1
Urban,High,SC,704.9390881622935,1,1
Urban,High,General,759.6871533608237,1,1
Rural,Mid,SC,762.3247407920054,1,1
Rural,Low,SC,626.8016026062265,0,0
Urban,Low,OBC,600.7210704749343,0,0
Rural,Mid,General,766.9914471810592,1,1
Urban,Low,SC,674.0338568188804,1,1
Urban,Mid,OBC,717.0457373706829,1,1
Urban,Mid,ST,619.806833697577,0,1
Urban,Mid,SC,713.4849747383636,1,1
Rural,Low,SC,596.4493940895832,0,0
Rural,Low,General,531.9561679039131,0,0
Rural,Mid,General,597.9390758806449,0,0
Rural,Low,ST,572.3659550795347,0,0
Urban,Mid,ST,694.3469729067733,1,1
Urban,Low,ST,583.0318736355838,0,0
Urban,Mid,General,722.9598329258371,1,1
Rural,Low,SC,785.2312405745462,1,1
Rural,High,SC,750.1706682270262,1,1
Urban,Mid,General,639.714154407053,1,1
Urban,Mid,SC,605.2095685715133,0,0
Rural,Mid,General,643.2782873413823,0,0
Urban,Mid,ST,684.9808575787091,1,1
Urban,Low,SC,461.8277098964329,0,0
Rural,High,OBC,631.9354913256409,0,0
Urban,Mid,ST,743.6087264149545,1,1
Urban,Mid,ST,668.6479809592043,1,1
Urban,Low,SC,591.3201726397662,0,0
Urban,Mid,OBC,722.6324857118844,1,1
Urban,High,SC,668.3978048862243,1,1
Urban,Low,SC,597.7663294211491,0,1
Rural,Low,General,678.7508769191659,0,0
Urban,Low,ST,572.2163256189575,0,0
Rural,Mid,SC,653.988422512812,0,0
Rural,Low,OBC,664.5273743241308,0,0
Urban,High,General,621.5073440278641,1,0
Rural,Mid,SC,704.7729108405834,1,1
Urban,Mid,ST,755.3203696766504,1,1
Urban,High,OBC,832.6039480416177,1,1
Urban,Mid,ST,606.4459708615291,0,0
Rural,Low,General,647.0618393371751,0,0
Rural,Low,ST,664.3206109646802,0,0
Urban,Low,ST,749.6937126999042,1,1
Rural,Low,General,588.5492852823127,0,0
Rural,High,ST,568.3001973584979,0,0
Urban,Mid,OBC,591.7980866597476,0,0
Rural,Mid,OBC,560.4857305623028,0,0
Urban,Low,SC,710.2174286451792,1,1
Rural,Low,SC,709.4697206284148,0,0
Urban,Low,SC,513.2570523628272,0,0
Urban,Low,OBC,597.2336905117647,0,1
Urban,Low,ST,720.7872396814847,1,1
Urban,Low,SC,590.6504289732349,0,0
Urban,Mid,ST,626.3102211128112,1,0
Rural,High,ST,589.1985257103584,0,0
Urban,Mid,ST,701.7346565384383,1,1
Urban,Low,OBC,751.5214439006754,1,1
Urban,Low,General,506.6411140480762,0,0
Urban,Mid,OBC,544.002030943164,0,0
Urban,Low,General,694.4381769569607,1,1
Urban,High,SC,733.4211773215522,1,1
Urban,Low,SC,756.8834592167799,1,1
Rural,Mid,OBC,745.5550433965257,1,1
Rural,Mid,General,583.3589078883367,0,0
Rural,High,OBC,682.1033556635984,1,0
Urban,Mid,OBC,623.5203612303284,1,1
Urban,Mid,General,682.4603332610363,1,1
Urban,Mid,OBC,657.3699101195986,1,1
Rural,High,OBC,696.7426271065633,1,1
Rural,High,ST,697.5372523068518,1,1
Rural,Mid,SC,669.7615873498355,0,0
Urban,Low,General,752.5881117166036,1,1
Urban,Mid,ST,621.8057323329421,1,0
Urban,High,General,494.1854659733684,0,0
Urban,High,OBC,625.5420832686862,1,0
Urban,Low,SC,489.8265723065133,0,0
Urban,Mid,ST,555.9725270294199,0,0
Urban,Low,General,585.6208946737383,0,0
Urban,Mid,General,693.3340961091867,1,1
Urban,Mid,General,702.9519205137153,1,1
Rural,Mid,OBC,645.4777574487924,0,0
Urban,Low,General,505.3545266684431,0,0
Urban,Mid,OBC,635.5523631975859,1,0
Urban,Low,General,550.4283858883439,0,0
Urban,Mid,SC,762.5837528243,1,1
Rural,Mid,ST,645.302727680773,0,0
Urban,Mid,OBC,754.1325018926673,1,1
Urban,Mid,OBC,759.8526201347677,1,1
Urban,Mid,SC,705.8781652218584,1,1
Urban,Low,General,668.2407016541446,1,1
Urban,High,OBC,571.3046653622464,0,0
Urban,Low,General,627.2483620385699,1,0
Urban,Mid,ST,672.9565358588954,1,1
Urban,Mid,OBC,715.1107424692798,1,1
Urban,Low,SC,522.2138328306901,0,0
Rural,High,General,582.677789080442,0,0
Urban,Mid,OBC,672.235658740413,1,1
Urban,High,ST,614.202676249438,0,1
Urban,Mid,ST,659.8464929495176,1,1
Urban,Mid,ST,739.3717821384336,1,1
Urban,Mid,General,587.0836462913674,0,0
Urban,Low,OBC,621.3573734824565,1,1
Urban,Mid,General,542.3810279220949,0,0
Urban,Low,General,562.2076653456243,0,0
Rural,Mid,SC,737.9686481833136,1,1
Urban,Mid,ST,563.5172403716613,0,0
Rural,Mid,General,642.6361013283828,0,0
Urban,Low,ST,700.8240390793728,1,1
Rural,Low,ST,727.2463981763029,1,0
Urban,Low,SC,524.2507358593716,0,0
Urban,Mid,SC,616.327472438586,0,1
Urban,Mid,SC,653.379371972871,1,1
Urban,Mid,OBC,650.273162176439,1,0
Rural,Low,OBC,714.7030096046365,0,1
Urban,Mid,General,631.2223723400691,1,1
Urban,High,OBC,606.62085400306,0,0
Urban,High,OBC,579.1198737130883,0,0
Rural,High,SC,674.0920034662654,0,0
Urban,Low,General,669.7732571373516,1,1
Urban,Low,OBC,623.6602705128806,1,0
Rural,Mid,SC,814.2330043645626,1,1
Urban,Mid,ST,759.1737734990214,1,1
Urban,High,OBC,480.34662243621364,0,0
Rural,Low,SC,814.7412210471298,1,1
Rural,Mid,OBC,636.2585578168625,0,0
Urban,Mid,SC,605.8694639444793,0,0
Urban,Low,OBC,665.6305404509222,1,1
Urban,High,OBC,663.3514190072174,1,0
Urban,Low,ST,734.0200779000945,1,1
Rural,Low,SC,657.6835281301231,0,0
Urban,High,General,639.1719607309752,1,1
Urban,Low,ST,626.9152839090239,1,0
Urban,High,ST,673.0917311890267,1,1
Urban,Mid,OBC,552.6533563362945,0,0
Rural,Low,SC,779.9293791870616,1,1
Urban,High,General,485.9290267250515,0,0
Urban,Mid,OBC,624.4785009810707,1,0
Urban,High,OBC,753.1011580014556,1,1
Urban,Low,General,601.2413565018876,0,0
Rural,High,SC,658.7542319378588,0,1
Urban,High,General,535.668439607077,0,0
Urban,Low,General,647.6322325073578,1,1
Urban,High,ST,580.9005835577933,0,0
Rural,Low,ST,694.9999597714758,0,0
Urban,Mid,SC,610.5622637906465,0,0
Urban,Mid,OBC,599.3714643208623,0,0
Rural,Low,General,572.4238830797593,0,0
Urban,High,General,600.1660350035927,0,0
Urban,High,ST,627.0836878336007,1,1
Urban,Low,ST,635.6983686042194,1,1
Urban,Low,SC,676.4154716284937,1,1
Urban,Mid,General,687.9232059199403,1,1
Rural,Mid,General,601.2904787264009,0,0
Urban,Low,OBC,575.1599296817416,0,0
Urban,Low,ST,635.504920176108,1,1
Rural,Mid,OBC,613.6958349821736,0,0
Urban,Low,ST,663.8446122048853,1,1
Urban,Low,ST,587.2286145693175,0,0
Rural,Mid,SC,742.7507663567498,1,1
Urban,Mid,ST,554.4367188461233,0,0
Urban,Low,OBC,619.6201013138028,0,0
Urban,Low,OBC,808.8021833097731,1,1
Rural,Mid,SC,764.5730708180548,1,1
Rural,Mid,ST,710.7964516822984,1,1
Rural,Mid,OBC,613.6863152939225,0,0
Urban,Mid,SC,660.4037809540212,1,1
Rural,Mid,ST,832.1875914739524,1,1
Urban,Mid,General,694.7172428528863,1,1
Rural,Mid,General,600.6626542019748,0,0
Urban,High,SC,619.9080751545724,0,1
Rural,High,OBC,735.6497980972631,1,1
Urban,Mid,ST,541.4272272191394,0,0
Rural,High,OBC,542.4806439438062,0,0
Rural,Mid,OBC,693.0824339153071,1,1
Rural,Mid,SC,596.0919270857121,0,0
Urban,Low,SC,632.0441401600472,1,1
Urban,High,ST,605.048184869604,0,1
Urban,High,SC,644.5852632387001,1,1
Urban,High,ST,645.3120445472113,1,1
Urban,Mid,General,699.6448051719926,1,1
Urban,Mid,OBC,673.0370209101497,1,1
Urban,High,SC,606.0944728742422,0,0
Urban,Low,SC,618.0885461452739,0,1
Urban,Mid,SC,662.3569511118632,1,0
Rural,Mid,General,613.5605197900834,0,0
Urban,Mid,OBC,684.5090366924287,1,1
Urban,Low,ST,699.9781192107804,1,1
Urban,Low,SC,675.6656720032106,1,1
Urban,Mid,General,577.4689551304796,0,0
Rural,High,SC,626.9787307419191,0,0
Rural,Mid,OBC,682.1548007070975,1,0
Urban,Low,ST,641.7090609956881,1,1
Urban,High,SC,653.3290152138196,1,1
Rural,Low,SC,678.3401111208068,0,0
Urban,Low,OBC,630.7972094126122,1,0
Rural,Mid,OBC,715.569259235065,1,1
Urban,Low,OBC,677.290196245186,1,1
Rural,Mid,OBC,690.3197017955681,1,1
Urban,Mid,OBC,737.1730731269267,1,1
Urban,Mid,OBC,737.7777353727587,1,1
Urban,Low,SC,689.6657530978465,1,1
Urban,Low,General,715.6440700426011,1,1
Urban,High,ST,578.6839782903389,0,0
Rural,Mid,ST,580.843827644636,0,0
Rural,High,OBC,698.2889454640319,1,0
Urban,Mid,SC,639.1346254282006,1,0
Urban,Low,OBC,645.1382656699006,1,1
Urban,High,SC,586.4566582466111,0,0
Urban,High,ST,721.9083365191439,1,1
Urban,Mid,OBC,553.8499889655798,0,0
Rural,Low,SC,646.6114900194575,0,0
Urban,High,General,731.2310791497273,1,1
Urban,High,General,664.6124996828966,1,1
Rural,Mid,ST,648.8140296936778,0,0
Rural,High,ST,680.9585202211524,1,0
Urban,Mid,ST,748.880451419409,1,1
Urban,Mid,General,573.4723580878896,0,0
Urban,Mid,OBC,662.862458458071,1,1
Urban,High,SC,664.4899167195285,1,1
Urban,Low,OBC,627.3394464354394,1,1
Urban,High,General,656.1808971755106,1,1
Urban,Low,General,476.1412508839698,0,0
Urban,High,ST,683.4361785516562,1,1
Urban,Low,SC,604.5038527171789,0,0
Urban,Low,ST,613.5051712789248,0,1
Urban,Mid,OBC,578.3996867076677,0,0
Urban,High,OBC,723.5440605473152,1,1
Rural,Low,General,563.4065756146858,0,0
Rural,Low,OBC,746.1236388875242,1,1
Rural,Low,ST,774.8285224028772,1,1
Rural,High,General,743.7464344670284,1,1
Urban,Low,General,638.8429030165469,1,1
Urban,Low,SC,669.171767380199,1,1
Rural,Mid,OBC,715.9309481913292,1,1
Urban,Low,OBC,546.9051864151031,0,0
Rural,Low,General,597.403764381971,0,0
Urban,Mid,ST,686.3524690119044,1,1
Urban,Mid,OBC,646.1503198937012,1,1
Rural,Mid,ST,616.7944729001009,0,0
Urban,Low,ST,687.8337270686135,1,1
Urban,Mid,SC,756.4569316601687,1,1
Urban,Mid,SC,678.4449428970823,1,1
Urban,Mid,OBC,682.7723332377122,1,1
Urban,Mid,SC,725.2099044615217,1,1
Rural,Mid,ST,725.434221617907,1,1
Urban,Low,OBC,605.0574108784417,0,0
Rural,Low,SC,705.7858906741559,0,1
Rural,High,SC,685.4427443505475,1,1
Rural,Mid,General,711.738327947051,1,0
Urban,High,OBC,560.1111275857074,0,0
Urban,Mid,OBC,757.9900335581501,1,1
Urban,Mid,SC,661.3643057402338,1,1
Urban,High,OBC,555.6610332439586,0,0
Urban,Mid,ST,710.5698572308031,1,1
Urban,Low,ST,778.0259586653871,1,1
Rural,Mid,ST,689.9266116448457,1,0
Rural,Mid,ST,609.1351478552228,0,0
Rural,Low,SC,605.236767314326,0,0
Rural,Low,OBC,671.6020404813017,0,0
Urban,Mid,SC,701.6756527982105,1,1
Urban,Mid,ST,668.8830841829233,1,1
Rural,Mid,SC,729.3670121221443,1,1
Urban,Mid,General,652.131053888657,1,1
Urban,Low,SC,759.1867329417397,1,1
Urban,Low,General,641.1622174245,1,1
Urban,Mid,SC,682.5746219269442,1,1
Urban,High,SC,616.2569247155219,0,1
Urban,Mid,ST,688.9965854968153,1,1
Rural,Mid,ST,603.6521168839771,0,0
Urban,Mid,General,742.4792560755731,1,1
Urban,Low,General,479.79157442846565,0,0
Rural,Mid,OBC,553.8908059757237,0,0
Urban,Mid,OBC,566.6382844388053,0,0
Urban,Mid,OBC,678.3899891416195,1,1
Urban,Low,OBC,804.0231858450265,1,1
Urban,High,OBC,796.5294614899695,1,1
Urban,Mid,OBC,597.162415808672,0,0
Rural,Mid,ST,717.8247033326709,1,1
Rural,Mid,ST,517.6807576461836,0,0
Urban,Mid,General,630.6972347369475,1,1
Urban,Mid,General,669.7388667200165,1,1
Urban,Mid,SC,596.8664525403417,0,0
Urban,Mid,General,660.6694464680785,1,1
Urban,Low,OBC,735.1976973798617,1,1
Urban,High,ST,709.9007247259273,1,1
Urban,High,OBC,660.5317194739001,1,1
Urban,High,ST,613.3289094645429,0,1
Urban,Mid,OBC,597.1231898215364,0,0
Urban,Mid,ST,661.8348515179588,1,1
Urban,Mid,ST,684.0022506976138,1,1
Urban,Mid,SC,678.0835623604721,1,1
Urban,High,General,642.858456623757,1,1
Rural,Low,OBC,631.9499600549827,0,0
Urban,High,General,706.4701555735963,1,1
Urban,Mid,OBC,672.9975200687035,1,1
Urban,High,SC,659.4110619329092,1,0
Urban,Low,ST,544.7376845612365,0,0
Urban,Mid,General,674.4136078358922,1,1
Urban,Low,ST,614.1788790874219,0,0
Urban,Mid,SC,765.163279146087,1,1
Rural,Low,OBC,635.4634562410848,0,0
Urban,Mid,ST,641.6664529138696,1,1
Urban,Mid,ST,579.1022669108646,0,0
Urban,Mid,OBC,657.4241789727748,1,1
Urban,Low,ST,734.6894051480144,1,1
Urban,Low,ST,735.4806833306786,1,1
Urban,Mid,General,628.9662065860914,1,0
Urban,Mid,SC,573.4322435174787,0,0
Rural,Mid,SC,635.448194969884,0,0
Urban,Low,OBC,759.47441228611,1,1
Urban,Mid,General,678.0628843958518,1,1
Urban,High,OBC,726.1122460664808,1,1
Urban,Mid,ST,632.0253047229658,1,0
Urban,Mid,SC,652.410127945551,1,1
Urban,Low,General,732.1163509140358,1,1
Urban,Mid,SC,657.7270829703322,1,1
Urban,High,General,626.0472535419582,1,0
Urban,Mid,SC,836.140380098193,1,1
Urban,High,General,657.6619770976777,1,1
Rural,Low,OBC,797.8336430039755,1,1
Urban,Low,OBC,404.45976285698646,0,0
Rural,High,ST,665.3484954969081,0,0
Urban,Mid,General,586.378136812735,0,0
Urban,High,OBC,728.6273235492043,1,1
Urban,Mid,General,690.4745658630221,1,1
Urban,Mid,SC,642.3135217909776,1,1
Urban,Mid,OBC,625.6354447052191,1,1
Rural,Low,ST,500.0480949652316,0,0
Urban,Mid,SC,721.9920667880581,1,1
Rural,High,OBC,677.487153676289,1,0
Urban,High,ST,583.740474264499,0,0
Urban,Mid,General,630.2684576720693,1,0
Urban,Mid,SC,789.564522385841,1,1
Urban,Low,ST,730.9529414064269,1,1
Urban,Low,ST,575.7149665355507,0,0
Urban,Mid,General,611.8493429971835,0,0
Urban,Mid,OBC,603.7246101471711,0,0
Urban,High,OBC,658.0688023092497,1,1
Urban,Mid,General,558.317740226621,0,0
Urban,High,OBC,603.5966701239234,0,1
Urban,High,General,550.3036379879816,0,0
Urban,Low,OBC,573.2056389515774,0,0
Rural,Mid,ST,694.9247118934122,1,1
Urban,Low,ST,604.3714189368754,0,1
Urban,High,ST,707.2340174139542,1,1
Urban,Low,General,596.2309635192189,0,0
Rural,Low,OBC,689.3383371917712,0,0
Urban,High,General,704.6973752396024,1,1
Urban,Mid,SC,700.0083916381027,1,1
Urban,Mid,ST,547.7746256944387,0,0
Urban,Mid,OBC,599.2740975524928,0,0
Urban,Mid,General,594.7124170973259,0,0
Urban,Low,OBC,694.3969160453527,1,1
Urban,Low,OBC,749.6781303472062,1,1
Rural,Mid,General,676.8820779178689,1,1
Urban,High,General,583.3272248703898,0,0
Urban,Low,ST,728.8555544903912,1,1
Rural,High,General,667.5165382563764,0,0
Urban,Mid,OBC,542.4502902068597,0,0
Rural,High,General,650.9868636371764,0,1
Urban,High,OBC,680.70769836655,1,1
Urban,Mid,General,682.9096639851094,1,1
Urban,Mid,ST,717.0054197712043,1,1
Urban,Low,ST,759.6555219973181,1,1
Urban,Mid,SC,548.6561058873493,0,0
Rural,High,OBC,641.4040305831829,0,0
Urban,Mid,General,594.3088915346451,0,0
Urban,Low,SC,578.0897627198442,0,0
Urban,Mid,General,667.0991647849851,1,1
Urban,High,SC,598.9143938932061,0,0
Rural,High,OBC,703.730248737771,1,1
Rural,Low,ST,583.9988400931927,0,0
Rural,High,ST,584.5072441587316,0,0
Urban,Mid,ST,615.6133399496131,0,1
Rural,Low,OBC,677.6391230048301,0,0
Urban,Low,OBC,518.1731909242344,0,0
Urban,Low,ST,632.2588617271995,1,1
Rural,Low,ST,663.2350297582462,0,0
Urban,Mid,General,527.3562667683364,0,0
Rural,Mid,ST,616.6251599680004,0,0
Urban,Mid,OBC,717.2333772633477,1,1
Rural,Low,ST,604.068919508882,0,0
Urban,Low,ST,724.1596451446762,1,1
Urban,Low,OBC,518.9582135284476,0,0
Urban,Mid,OBC,626.2596374740806,1,1
Urban,Mid,General,733.3183752984836,1,1
Rural,Mid,ST,658.3143093758636,0,0
Rural,High,ST,617.0348568137254,0,0
Rural,High,SC,592.5448386105606,0,0
Rural,High,General,606.1507018859451,0,0
Urban,Mid,SC,770.4154386373223,1,1
Urban,Low,ST,680.3243627676131,1,1
Urban,High,General,698.1438996858355,1,1
Rural,High,ST,701.7305853502316,1,0
Urban,Low,General,629.5529054572143,1,0
Urban,Mid,ST,589.9923160274855,0,0
Urban,Low,ST,644.9269741828937,1,0
Rural,High,SC,836.1783552876065,1,1
Urban,Mid,OBC,660.5704894165983,1,1
Urban,High,SC,636.5004309747566,1,0
Rural,Low,ST,724.6096228338928,1,1
Urban,Mid,ST,717.7999041419073,1,1
Urban,Mid,General,671.2074780791328,1,1
Rural,Low,OBC,682.2142501428622,0,0
Rural,Mid,SC,639.6078461627051,0,0
Rural,High,General,553.3246777249005,0,0
Urban,Low,SC,616.2393655754762,0,0
Urban,Mid,General,607.5416511040517,0,1
Urban,Low,OBC,785.5990702334251,1,1
Urban,Low,OBC,651.9352971720103,1,1
Urban,Mid,ST,579.9157753161755,0,1
Urban,Low,OBC,625.3375403220583,1,1
Urban,Low,General,718.5348112453675,1,1
Urban,Mid,OBC,768.0705736641135,1,1
Urban,Mid,SC,655.4226022997977,1,0
Urban,Mid,ST,692.7410007651324,1,1
Urban,Low,SC,675.9378390859997,1,1
Urban,High,SC,602.5553586936584,0,0
Urban,Mid,SC,674.2021721293208,1,1
Rural,Mid,General,634.7264214079487,0,0
Rural,High,SC,586.838663242519,0,0
Urban,Low,General,640.0745834565968,1,1
Urban,Mid,ST,640.8402912637314,1,0
Urban,Mid,ST,640.312187287124,1,1
Rural,Mid,General,717.9320213684103,1,0
Urban,Mid,ST,747.8520183573924,1,1
Rural,High,General,731.1737511089734,1,1
Urban,Mid,ST,441.6411761281182,0,0
Urban,Low,OBC,753.0148431182549,1,1
Rural,Mid,ST,613.7395915679347,0,0
Rural,Mid,OBC,580.2317775474714,0,0
Rural,High,General,761.2982848318258,1,1
Rural,Low,ST,645.1760157502971,0,0
Rural,Mid,OBC,660.6424939564876,0,0
Urban,Mid,SC,627.0580927245151,1,0
Urban,High,OBC,699.0699074535976,1,1
Urban,Mid,General,683.392553690026,1,1
Urban,High,OBC,716.2044158221149,1,1
Urban,High,General,538.7427973797012,0,0
Urban,Mid,General,573.5926689506641,0,0
Urban,Low,ST,721.0618882284391,1,1
Rural,Mid,OBC,609.0833220205965,0,0
Urban,Mid,OBC,740.9372227524658,1,1
Rural,Mid,General,629.4588076905867,0,0
Urban,Low,ST,789.9787511846283,1,1
Rural,Mid,General,627.0110997125706,0,0
Urban,Low,General,574.0514750203621,0,0
Rural,High,SC,738.7604615314686,1,1
Rural,Mid,General,631.4871774005272,0,0
Urban,Mid,ST,539.97383328198,0,0
Rural,Mid,General,742.4843778251943,1,1
Urban,Low,ST,679.9701884510291,1,1
Rural,High,OBC,860.5914941725486,1,1
Rural,Low,General,711.3460791093314,0,1
Urban,Low,SC,590.8137353591684,0,0
Rural,Mid,SC,685.4703481556052,1,1
Urban,Low,General,695.3903731113887,1,1
Urban,Mid,SC,679.4595396456573,1,1
Rural,Mid,OBC,654.1061669323773,0,1
Rural,Mid,SC,563.1143566895017,0,0
Urban,Mid,ST,596.9058995919287,0,0
Urban,Mid,ST,627.1286939498553,1,1
Urban,Mid,OBC,618.9032230792926,0,0
Urban,Mid,General,566.6738481970821,0,0
Urban,Mid,SC,729.6408343276328,1,1
Urban,Low,SC,585.2833218426729,0,0
Urban,Mid,OBC,629.5052581418887,1,0
Urban,Low,OBC,761.5110149062102,1,1
Urban,Mid,OBC,612.7917475148425,0,0
Urban,Mid,ST,703.200229874286,1,1
Rural,Mid,SC,658.0324595335147,0,0
Urban,Mid,SC,593.6343227674857,0,0
Urban,High,SC,670.5919055691112,1,1
Rural,Low,ST,637.9833114423512,0,0
Urban,Low,ST,634.5808507003226,1,1
Urban,Mid,General,662.5752288092373,1,1
Rural,Low,OBC,715.0896396560894,1,1
Rural,Low,ST,591.4939648274317,0,0
Urban,High,General,628.6163192389671,1,0
Rural,Mid,OBC,710.494649848962,1,1
Urban,Low,OBC,670.6725684756302,1,1
Urban,Mid,OBC,515.5040834535836,0,0
Urban,Low,ST,764.3102157952264,1,1
Urban,Low,ST,619.542233525034,0,0
Urban,Mid,SC,589.4129832022344,0,1
Rural,High,General,594.6425516154214,0,0
Urban,Low,ST,537.276099019701,0,0
Urban,Low,OBC,755.3839397956559,1,1
Urban,Mid,General,687.4789947689735,1,1
Urban,Low,General,660.6443986225834,1,1
Urban,Mid,OBC,752.5205934902227,1,1
Urban,Mid,General,530.4535991049195,0,0
Urban,High,OBC,651.535891668854,1,0
Urban,High,SC,570.6106182594009,0,1
Rural,Low,OBC,545.4231699040422,0,0
Urban,High,ST,769.2908417873623,1,1
Urban,Mid,ST,609.4642035575581,0,0
Urban,Mid,ST,690.0951214979067,1,1
Rural,Low,General,659.9526304577589,0,0
Urban,Low,SC,641.7098209805798,1,0
Rural,High,General,690.9471475981651,1,1
Urban,Low,SC,733.9122147717352,1,1
Rural,High,OBC,709.6538809201213,1,0
Urban,Low,OBC,663.9184919678388,1,1
Urban,Low,OBC,587.1989347083064,0,0
Rural,Mid,SC,720.8174706563724,1,1
Urban,Mid,General,693.5500602023194,1,1
Urban,Mid,ST,725.9273832306623,1,1
Urban,Mid,SC,568.3302985376904,0,0
Rural,High,ST,659.0897425468397,0,0
Rural,Mid,SC,706.7134657780206,1,1
Urban,High,SC,707.2736841014682,1,1
Urban,Low,OBC,635.8257862801231,1,0
Rural,Mid,OBC,712.8308936061846,1,0
Rural,Mid,SC,576.2807244576604,0,0
Urban,Mid,OBC,664.5793073720696,1,0
Urban,Low,SC,638.6282284200581,1,1
Urban,Low,OBC,645.3847561907005,1,1
Urban,Mid,SC,581.1196150774672,0,0
Urban,Mid,ST,534.1573395671543,0,0
Rural,High,SC,729.5464356303321,1,1
Rural,Low,General,592.3764542902952,0,0
Urban,Low,ST,703.3339300322504,1,1
Rural,Low,SC,642.4094452184318,0,0
Urban,High,SC,594.5076199765073,0,0
Rural,High,SC,646.6418200783002,0,0
Rural,Mid,SC,799.4547299664721,1,1
Rural,High,ST,756.1891637171267,1,1
Urban,Mid,SC,782.6869976546477,1,1
Urban,Mid,ST,632.0455863580241,1,0
Rural,Mid,SC,523.684696989765,0,0
Urban,Low,ST,768.9233843936607,1,1
Rural,High,ST,725.8227868265501,1,1
Urban,High,General,823.6564082825752,1,1
Urban,Mid,General,695.945555883536,1,1
Rural,Mid,ST,644.6400859419541,0,0
Urban,Mid,OBC,616.4340854796051,0,1
Urban,Low,ST,502.20956948555386,0,0
Urban,High,ST,650.3991513025072,1,1
Urban,Low,OBC,673.9110361379461,1,1
Urban,Low,ST,627.3277228891789,1,0
Urban,Low,General,701.9972909513142,1,1
Urban,High,SC,814.5738949143224,1,1
Rural,Low,SC,691.05128930361,0,0
Urban,Mid,General,777.4474648039809,1,1
Urban,Low,SC,525.1281547606734,0,0
Rural,Mid,OBC,730.8954918492358,1,1
Urban,Mid,ST,766.751482618498,1,1
Urban,High,SC,770.5936933143256,1,1
Urban,Mid,General,738.7758813848216,1,1
Rural,Mid,OBC,566.9463887884649,0,0
Urban,High,OBC,529.727754171562,0,0
Urban,High,ST,641.4336849096843,1,0
Rural,Low,SC,726.1318481334865,1,0
Rural,High,SC,725.7598657735485,1,1
Rural,Mid,OBC,732.4476556268091,1,1
Urban,Mid,ST,624.2204385257706,1,0
Urban,Mid,ST,697.6717398857414,1,1
Urban,Low,ST,539.5392785840309,0,0
Rural,Mid,OBC,709.6764998080389,1,1
Urban,Low,ST,735.9202850866285,1,1
Urban,Low,General,753.0595819612978,1,1
Urban,Low,General,746.3619360187322,1,1
Urban,Low,OBC,672.0615517008871,1,1
Urban,High,SC,706.0393431890701,1,1
Urban,High,SC,591.7637597702291,0,0
Urban,Low,General,639.3846165277952,1,1
Rural,Low,OBC,695.0299942918446,0,1
Urban,Mid,SC,709.84908098037,1,1
Urban,Low,ST,695.1186448970866,1,1
Urban,Low,General,717.6108733197502,1,1
Rural,Mid,OBC,660.3561020113042,0,0
Urban,Low,General,671.0092652682656,1,1
Urban,Mid,ST,749.289988863115,1,1
Rural,Low,SC,761.1939409850065,1,1
Urban,Low,SC,727.1934240652538,1,1
Urban,Low,SC,643.207050674022,1,1
Urban,Mid,ST,723.7458177870659,1,1
Urban,Low,General,612.553269720562,0,0
Rural,Mid,General,657.6840244764485,0,0
Rural,Mid,General,696.0531940489242,1,1
Rural,Mid,ST,666.775677017607,0,0
Urban,Mid,OBC,522.185257172997,0,0
Urban,Mid,OBC,658.4173130576286,1,1
Urban,Low,SC,752.9615717416604,1,1
Rural,Low,SC,775.1423535010994,1,1
Rural,High,OBC,753.814477347589,1,1
Urban,Low,General,630.9715914720363,1,1
Urban,High,ST,738.6543621744304,1,1
Urban,Mid,ST,595.551127882717,0,0
Urban,Mid,SC,660.4857978037862,1,1
Urban,Mid,General,729.7708544196436,1,1
Urban,High,General,548.4434799070481,0,0
Rural,Mid,SC,615.4583864934611,0,0
Urban,Low,ST,667.1747138555583,1,1
Urban,High,General,764.5985409800529,1,1
Rural,Mid,General,569.1555685378381,0,0
Urban,Mid,ST,754.8397938161063,1,1
Urban,Mid,SC,601.3179600526361,0,0
Urban,Low,General,706.8025658403278,1,1
Urban,Low,SC,648.329436222537,1,1
Rural,High,SC,665.0677226244176,0,0
Urban,Mid,SC,641.1598611823468,1,1
Rural,High,General,751.8629342244755,1,1
Rural,Mid,OBC,659.417342494482,0,0
Urban,Low,ST,645.4667815965084,1,1
Urban,Low,SC,602.386595187541,0,0
Urban,High,ST,683.538555443341,1,1
Rural,Low,OBC,545.6755338134795,0,0
Urban,Mid,OBC,588.335801764603,0,0
Urban,Low,OBC,720.9664926610486,1,1
Urban,Mid,ST,534.764262550689,0,0
Urban,High,OBC,602.8312351101182,0,0
Rural,Mid,ST,778.1273207101726,1,1
Rural,Low,ST,628.8954493513004,0,0
Urban,Mid,General,651.8565192383718,1,0
Urban,Mid,SC,690.5352536842629,1,1
Rural,Mid,General,620.7721783865048,0,0
Urban,Low,OBC,611.8424046234829,0,0
Urban,Low,General,728.6961430158258,1,1
Urban,High,General,601.9133240344294,0,0
Urban,High,SC,728.1538638942772,1,1
Urban,Low,OBC,657.8783067117055,1,1
